numunitid,Description
1536,pmol/8 x10^8 cells
1537,/17
1538,cig/week
1539,/last 3 months
1540,/100wc
1541,na
1542,O.D.
1543,50g week
1544,No./12m
1545,fmol/l
1546,pack tobacco/week
1547,with a cold
1548,Pack per day
1549,cig's per day
1550,mg/mmol/creat
1551,Ounces of tobacco/day
1552,ml/min/m*2
1553,2/day
1554,lt/min
1555,min/wk
1556,weekend
1557,ounce/week
1558,/ year
1559,canister(s)/month beta agonist
1560,10g/week
1561,2 weeks
1562,packet tobacco/2 wks
1563,/100 WBC's
1564,mcg/L.
1565,roll ups per week
1566,FAST Score:
1567,/day(Ex-smok)
1568,kcal/day
1569,mL/min/nsa
1570,% of total Hb
1571,nmol/h/L
1572,PEF Reading litre/per/min
1573,nmol/L/hr
1574,mmol/l (west)
1575,mg/100mL
1576,MoM AFP Result
1577,GPL/ML
1578,mmolls
1579,mM/mM Creat
1580,pack-years
1581,x10/9 l
1582,g/24hr.
1583,2 U/week
1584,PRECIPITIN LINES
1585,sq. m
1586,/5uL
1587,MMOL/24 HR
1588,UMOL/MMOL C
1589,[knk'U]
1590,x10*4/5uL
1591,Ca cervix screen-no result yet
1592,MMOL/24 HRS
1593,pmol/mIU
1594,% of total
1595,mmmol/l
1596,/ 100 WBCs
1597,NANOGRAM/L
1598,75g/week
1599,/20day
1600,MPL/ml
1601,x10/12 l
1602,%/10yrs
1603,mls/min/1.73m2
1604,see table
1605,microg/L FEU
1606,10e12/l
1607,Errors
1608,MICROGMS/L
1609,Downs Risk
1610,pmol/mL/Hr
1611,MG/24 HR
1612,mg(Alb)/mmol(Creat)
1613,mmo1/1
1614,uM/mM Creat
1615,mg/24hr
1616,NONE
1617,HH.MM
1618,25 g/week
1619,6
1620,upw
1621,(knk u)
1622,very occasional
1623,UMOL/24 HRS
1624,PRECIP LNS
1625,MICROGRAM/L
1626,10e9/l
1627,attempt(s)
1628,FEV
1629,50g/month
1630,brothers
1631,mgA/L
1632,% Pos.
1633,kg/square m
1634,*g/L
1635,umol / 24hr
1636,times/year
1637,packyears
1638,10*6 cells/L
1639,MRC grade - muscle power
1640,X 10 9/L
1641,10/12/
1642,beats per minute
1643,*pg
1644,g/mmol
1645,micrograms/L
1646,Titre.
1647,fits/month
1648,*fl
1649,times/monthly
1650,g/month
1651,lithium
1652,#/HPF
1653,sisters
1654,times/ year
1655,% total Hb.
1656,nmol/L (50 - 150)
1657,X 10 12/L
1658,no./week
1659,CLASS
1660,nmol/gHb/hr
1661,/80
1662,%l
1663,WEEK/S
1664,Quit Attempts
1665,reliever/28 days
1666,dd/mm/yy
1667,98%
1668,41
1669,per c.mm
1670,kosm/L
1671,ml/min(cor)
1672,1012/L
1673,million
1674,hours/week
1675,mmol/mol Hb
1676,x10^6/ml
1677,HbA1c level
1678,d/3 mnths
1679,Serum cholesterol borderline
1680,*
1681,X 10-9/l
1682,weeks.days
1683,S'GYI U/DL
1684,li/min
1685,gm/week
1686,MICROM/24H
1687,beats /min
1688,mL/m/1.73m/l
1689,mm1/1
1690,/12 (>5=!)
1691,Stones
1692,PAST YEAR
1693,Pds
1694,EU/10/10 L
1695,mg/mmol creatinine
1696,IU/mmol creat
1697,Hb. A1C 7-10% - borderline
1698,MoMs
1699,25g a week
1700,{MoM}
1701,14
1702,TITRES
1703,mg/mol
1704,11.0 - 15.0
1705,JDF UNITS
1706,ug/l (PRC)
1707,deg.C
1708,g/molCrt
1709,mm.hour
1710,X 10-12/l
1711,per wk
1712,/50
1713,MG/L.
1714,10^6/ml
1715,hours/week.
1716,l./min.
1717,grms
1718,Fifths
1719,ortho
1720,Serum triglycerides raised
1721,Urine protein test
1722,alcohol
1723,O/E - BP reading raised
1724,Kcal
1725,days/3m
1726,MMOL/L.
1727,% predicted
1728,% of Total Wt
1729,ug/L PRC
1730,u/ml IgM
1731,(0.5=tr;1=+;2=++;3=+++)
1732,% of Haemoglobin
1733,pmol/8*10^8 RBC
1734,pmol/h/mg Hb
1735,far
1736,U/mmol
1737,"(0.5=tr;1=+;2=++,3=+++)"
1738,u/ml IgG
1739,Cig Per Day
1740,6 months
1741,* per week
1742,*20 mins
1743,no. tablets
1744,nmol/mmol(creat)
1745,hrs post coitus
1746,nmol/gHb/h
1747,pmol/g Hb
1748,%HbA1c
1749,* 20 mins
1750,per c mm
1751,deg centigrade
1752,scale
1753,iu/g(Hb)
1754,kg/m*2
1755,MRC Dyspnoea Score
1756,spliffs/day
1757,> one year
1758,*20 min
1759,X 100pM
1760,ug/g stool
1761,fits / year
1762,mÂ²
1763,grams / day
1764,Arbitrary
1765,mm/1st Hou
1766,/ 21
1767,Bethesda units
1768,mmol/mmol creat
1769,x 10^12/
1770,mOsmol
1771,nmol/L/h
1772,grams/day
1773,respirations/minute
1774,*per week
1775,calories
1776,\meddata\s6000\document\Apollo\2011\9\Document 166
1777,cigars / day
1778,Kilos
1779,decimal
1780,0U
1781,umol/sample
1782,10/9 l(.280%)
1783,oz or g/wk
1784,g/sample
1785,10/9 l(.839%)
1786,I.U
1787,/27 points
1788,/kg(body wt)
1789,g of tobacco a day
1790,stitches
1791,audit c score
1792,pack yrs
1793,ugE1/g stool
1794,mill
1795,micrograms
1796,decimel
1797,pk/yr
1798,l/min.
1799,10/9 l(66.0%)
1800,g/wk
1801,10 ^12
1802,*10**9/L
1803,in last year
1804,g/24 hrs
1805,l/min (Eu)
1806,mill/ml
1807,(0=Neg; 1=Pos)
1808,mg/100mls
1809,Hrs:Mins
1810,mL/min/mmHg/L
1811,/ 27
1812,ug/g(stool)
1813,Hrs?:Mins
1814,times/week7
1815,rollies per day
1816,96
1817,/38
1818,% Saturation
1819,a_g
1820,10/9 l(6.76%)
1821,Pa
1822,unrecognised unit
1823,Edinburgh PND Scale
1824,30g/week
1825,10^6/uL
1826,87.5
1827,**
1828,RBC?'s %
1829,10/9 l(26.1%)
1830,grms/wk
1831,mmol/mol/(creat
1832,nanogram/m
1833,cm's
1834,Nasal swab taken
1835,1 week
1836,pmol/hr/ml
1837,Cervical smear due
1838,% of norm
1839,7 times/week
1840,Pack/yrs (20/day)
1841,/11
1842,gram/wk
1843,cells/microlitre
1844,%Tot.
1845,x10*9/1
1846,ELISA U
1847,unit/weekly
1848,units/weeks
1849,smokes per day
1850,l in 1sec
1851,occassionally
1852,Ear swab taken
1853,cigs:
1854,pmol/h/mgHb
1855,% of norma
1856,BMI 25-29 - overweight
1857,de
1858,Sample: virology - general
1859,Body mass index 30+ - obesity
1860,nmol/24hour
1861,umol/g(creat)
1862,% of normal
1863,centimetres
1864,beats/min reg
1865,ummol/L
1866,mg/mmo
1867,AUDIT-C Score
1868,nmol/mL/min
1869,asthma
1870,H IU/L
1871,mths
1872,/40 Core 10
1873,IU/I
1874,Years (age)
1875,titre un
1876,female testosterone
1877,picmoles
1878,roll ups / day
1879,books
1880,aeg/l
1881,raised
1882,/two weeks
1883,ngm/ml
1884,nm/ml/mi
1885,Cholesterol/HDL
1886,11
1887,times/2 months
1888,nanomol/ml/min
1889,102
1890,D/3MONTHS
1891,mOs/Kg
1892,mm(WEST)
1893,mgFEU/ml
1894,KG/M
1895,micromoles/l
1896,mL/min/1.73 sq m
1897,nanogrms/ml
1898,mls/day
1899,borderline raised
1900,cigs/day(past)
1901,days per week
1902,microgram/kg
1903,mmol/mmo
1904,units / week
1905,% HbA0
1906,nanomol/l
1907,out of 64
1908,E.G.
1909,/2 week
1910,e cig
1911,","
1912,min/l
1913,Procedures
1914,days/3 mth
1915,x 10^9
1916,oz
1917,qty/day
1918,pack*years
1919,nanomols/l
1920,/10 scale
1921,positive out of 3
1922,ml/sec
1923,Smoking Age
1924,318
1925,nanomoles/l
1926,lts
1927,grm/l
1928,nanomole/l
1929,nmol/hr/mL RBC
1930,g/24 h
1931,microgrm/l
1932,WBC 4.64
1933,{Steps}
1934,% adherence
1935,PY
1936,Lab. Number
1937,mg/m3
1938,pmol/1
1939,p/g
1940,uM/M Hb
1941,mgs
1942,mgL
1943,x10/l
1944,/second
1945,I/L
1946,/ week
1947,power 10/mL
1948,mol/s
1949,fg
1950,mUl/l
1951,...
1952,4 months
1953,nm
1954,(cfU)
1955,in past year
1956,U/mnth
1957,pmol/h/mg(Hb)
1958,Units/ week
1959,umol/24 hr
1960,/14
1961,cm(H2O)
1962,10*-2(%)
1963,lm/m2
1964,occ ectopics
1965,/41
1966,U/mth
1967,273
1968,rolls his own
1969,kiu/1
1970,cont 2/3 mg rv 2/52
1971,^ 5mg od rv 1/52
1972,g/dl haemoglobin
1973,cont 3/4 mg rv 1/12
1974,m/hr
1975,L./min
1976,mmo/1
1977,lives with son
1978,mmol/cln
1979,red 1/2mg alt days
1980,Non-fasting
1981,% of Predicted.
1982,once
1983,conr 2/3 mg rv 3/52
1984,/ 4
1985,mmols 1 hr pp
1986,2 hrs pp
1987,L/ miin
1988,frucotasamine
1989,bom
1990,mmols2 1/2 hrs pp
1991,nmol/1
1992,mnmol/l
1993,creatinine
1994,"bpm,"
1995,^ 2mg od rv 2/52
1996,mmols1 hour pp
1997,umo1/l
1998,ug/1
1999,cont 8 mg rv 2/52
2000,cont 3/4 mg alt days
2001,cholesterol
2002,Urea
2003,mmol/Lo
2004,hours since last dos
2005,mmls
2006,alt
2007,n moles
2008,Rpm
2009,mmol/1 sodium
2010,mg/1
2011,un
2012,cont 5mg od rv 2/52
2013,3 hrs pp
2014,mmols3 1/2 hrs pp
2015,major depressive dis
2016,mU/l tsh
2017,/hr
2018,"depressive disorder,"
2019,^ 4/5 mg alt days
2020,U/1
2021,mmols 2 hours pp
2022,[mclg'U]
2023,reg
2024,cont 1/2 mg alt days
2025,mols
2026,mmol/1 urea
2027,------
2028,/
2029,"mmol/L,"
2030,"g/dl, heamoglobin,"
2031,---
2032,mmols 2 hrs pp
2033,ggt
2034,mmomls
2035,6 hours pp
2036,mmmls
2037,Weeks:
2038,mmmols
2039,UNlikely to be depre
2040,umol/1
2041,sodium
2042,cont 2 mg rv 5/52
2043,mul1
2044,mmil/l
2045,ng
2046,mmol./l
2047,mmol/1 cholesterol
2048,nmol/cln
2049,potassium
2050,Patient BMI calculat
2051,IU/1
2052,irn
2053,cont 5 mg rv 1/12
2054,ng./ml
2055,mmol1/1
2056,cont 3/4 mg rv 1/52
2057,kg/sq.m
2058,Âº
2059,mmols 2 1/2 hours pp
2060,mmol 11/2 hrs pp
2061,cont 3mg rv 3/52
2062,Ll/min
2063,Other depressive dis
2064,L.min
2065,mu/I
2066,"bp,"
2067,Lbs
2068,(ppm)
2069,3 hours pp
2070,g/dlL
2071,mmols`
2072,ug
2073,mU/1
2074,A/dLl/min
2075,L/ min
2076,mnmol
2077,^1/2mg alt days
2078,red 4/5mg alt days
2079,^4/5 mg alt days
2080,/Lmin
2081,cont 3 mg rv 1/12
2082,0
2083,mmo1/l
2084,nil
2085,1 hr pp
2086,cont 9mg od 8mg Sun
2087,mmos
2088,cont 2/3 rv 1/12
2089,cont 2 mg rv 3/52
2090,-----
2091,b/min
2092,cont 3/4 rv 2/52
2093,cont 3/4 mg
2094,tsh
2095,80
2096,CELLS 10/9L
2097,abc
2098,ph units
2099,2U/week
2100,x10^4/5uL
2101,32
2102,PAST 3M
2103,X10*4 / 5UL
2104,AD
2105,% TOT LYMPHS
2106,U/gHb
2107,x10*-10mol
2108,%TOT LYMPHS
2109,vol%
2110,NMOL/MMOL C
2111,/ 5 UL
2112,/mo
2113,gms/Litre
2114,mth
2115,mU/l ...
2116,m/L
2117,mPa s
2118,gram per week
2119,{units}/day
2120,/56
2121,4 times/week
2122,*mmol/L(0.70-1.50)
2123,days since last assessment
2124,?
2125,mnol/L
2126,{Points}
2127,250
2128,*mm/hr(1-10)
2129,ug/L(15-300)
2130,Al
2131,600
2132,10^6
2133,iu.ml
2134,0z/week
2135,g/cm?
2136,25
2137,10*9 cells/uL
2138,u/L(24-195)
2139,mm per hour
2140,year 2016
2141,mmo
2142,nmolL
2143,umol/mmol(creat)
2144,umol/mmolcreat
2145,cmH2O
2146,10*12 cells/uL
2147,mU/L(0.5-4.7)
2148,L/24hr
2149,ulU/ml
2150,rad
2151,10ng/ml
2152,ru/ml
2153,gm/l
2154,mmol/L(3.6-6.0)
2155,pmo/L
2156,uses per week
2157,umol/L(70-115)
2158,umol/spec
2159,577
2160,mosmol/kg(H2O)
2161,% Haemoglobin A
2162,E/ml
2163,Urine protein test NOS
2164,Blood urea
2165,rbc distribution
2166,/100 WBC?'s
2167,UK CRN
2168,55
2169,X 10
2170,127
2171,r#Â¿ H#Â¿ #Â¿#Â¿
2172,mins per day
2173,174
2174,ANA Ratio
2175,umol/spc
2176,10*12 /L
2177,37
2178,% abnormal
2179,mL/mn/1.73sm
2180,107
2181,190
2182,%normal
2183,/SCORE
2184,nmol/spec
2185,mg%
2186,112
2187,IU/g Hb
2188,4/day
2189,Lying blood pressure reading
2190,76
2191,10*9 /L
2192,46
2193,deg.
2194,164
2195,151
2196,ugE1/g
2197,umg.ml
2198,ng/mu
2199,{[Titre]}
2200,Ex/day
2201,10^6/ejac
2202,245
2203,U/monht
2204,% bound
2205,RBC dist width
2206,/cumm
2207,% binding
2208,X106/Ml
2209,ALT/SGPT serum level
2210,umol/mmol
2211,N.R.
2212,160
2213,Standing blood pressure reading
2214,nights/month
2215,ug FEU/ml
2216,d/wk
2217,wt/ht2
2218,Total FAST score
2219,Cervical smear-severe inflamm.
2220,300
2221,370
2222,pefr
2223,STARR COPD study
2224,umol/mL/h
2225,Past 3 Months
2226,Cytology Report Normal
2227,Smear Action- Repeat 3 Years
2228,Cervical Smear Adequate
2229,22
2230,past cig/day
2231,22/03/2003
2232,/52
2233,IFFC
2234,Cx. smear: repeat 12 months
2235,400
2236,study
2237,277
2238,0 week
2239,10 CIGS A DAY
2240,micromol
2241,mcg/1
2242,No. Times
2243,Urine protein test = trace
2244,1/day
2245,Âµmol/L
2246,Fits per year
2247,75gs/wk
2248,No. Calls
2249,CHD Risk
2250,[Titre]
2251,nmol/g Hb/hr
2252,g/dunt|RC
2253,kBq
2254,__
2255,5 cigarettes
2256,U/every 2 weeks
2257,15 CIG
2258,ml/min(cor
2259,140
2260,a go
2261,64
2262,Unt/Wk
2263,(a) U/mL
2264,GPM U/ml
2265,uIU/L
2266,kcell/L
2267,Time
2268,in the last year
2269,{times}/d
2270,AMT
2271,nmol/kg
2272,mmHgs
2273,mg/mmol Cre
2274,0-40
2275,* every 4 weeks
2276,Score Total
2277,ueq
2278,Days Lost At Work/School/Year
2279,(a)U/ml
2280,mmol/mmol(creat)
2281,10*3
2282,Minutes/week
2283,10*9cells/L
2284,um3
2285,mg/min
2286,ng/mLFEU
2287,UNKNOWN UN
2288,U/g
2289,ug/24h
2290,frac. of total
2291,Emerg.Home Visits/Year
2292,(a) KU/L
2293,pm
2294,ml/minute
2295,L/15hrs
2296,mls/minute
2297,umol/2
2298,pk/yrs
2299,enrec
2300,g/ml
2301,L/16hrs
2302,times/
2303,deg C.
2304,27
2305,predicted
2306,.0-7.5
2307,Bronchodilator
2308,fL.L
2309,gram
2310,Total alkaline phosphatase
2311,consultations
2312,82%
2313,x1009/l
2314,/24hours
2315,/sec
2316,mils
2317,XXX
2318,stone
2319,%oft
2320,40%
2321,mmols/mol
2322,see handbook
2323,per 24hour
2324,no/24hr
2325,Urine microscopy - general
2326,g/l (by scanning)
2327,umo/L
2328,AUDIT10q score
2329,umol/L/min
2330,pmol/8x10^8 cells
2331,X10/9/l
2332,l/1sec
2333,unit/wk
2334,micrograms/day
2335,l/24 Hours
2336,:1
2337,mM/M Hb
2338,108
2339,pm/L
2340,episodes
2341,international u/l
2342,31
2343,3 imes
2344,69
2345,19
2346,risk
2347,cells/mm^3
2348,six weeks ago
2349,abs
2350,nmole/L
2351,once a day
2352,m/mol
2353,Pain Scale
2354,fifths palpable
2355,mg/mmol creatinin
2356,GPL kU/L
2357,mmol/collection
2358,O/E - weight NOS
2359,umol/mol(H
2360,a week
2361,umol/mol(Hb)
2362,g/ per week
2363,MPL kU/L
2364,[ppm]
2365,A MONTH
2366,nmol/kg RBC
2367,/21 Anxiety
2368,nmol/collection
2369,TERMINATION
2370,14 U/week
2371,xxxx
2372,ml/min/1.73sq.m.
2373,0/day
2374,mg/yr
2375,nmol
2376,leucos/microlitre
2377,grade0-6(0=neg)
2378,Pack/yrs
2379,74
2380,COppm
2381,CH100units
2382,MISCARRIAGE
2383,ml/min/1.73 m*2
2384,PHQ9
2385,FEU ug/mL
2386,hours fasting
2387,5.x10^9/L
2388,10*6 IU/mL
2389,times/quarter
2390,years.months
2391,mm hh
2392,52
2393,u pr month
2394,mcmol/litre
2395,mmol/litre
2396,million/
2397,s/s
2398,140gram
2399,1.x10^9/L
2400,kg.
2401,/6M
2402,55x10^9/L
2403,nmol/h/gHb
2404,29x10^9/L
2405,Date
2406,1g/week
2407,million/mL(20
2408,ddmmyy
2409,9.x10^9/L
2410,d/3mnth
2411,Units/litre
2412,glasses per week
2413,doses/week
2414,cans a week
2415,Serum creatinine NOS
2416,glasses a week
2417,hr.mins
2418,Total cholesterol:HDL ratio
2419,mg/mmole
2420,/day 10
2421,/cmm
2422,cells/cm3
2423,/32
2424,Serum triglycerides borderline
2425,p/w
2426,fortnight
2427,Puffs/24 hrs
2428,U/6months
2429,H x10*9/L
2430,++++
2431,Mill./ml
2432,211
2433,04-Dec
2434,nM/mM Crea
2435,th centile
2436,nmol/mmol (creat)
2437,mm/
2438,glasses per night
2439,U/6 month
2440,days/last month
2441,bottle of cider
2442,alcohol screening points
2443,/3 monthly
2444,/when has symptoms
2445,/never
2446,drink/day
2447,on special occassion
2448,bottle/week
2449,mmol/mmol{creat}
2450,can every 2 days
2451,/week prior to exerc
2452,/month but very rare
2453,once in a while
2454,/blue moon
2455,bottles wine/week
2456,/couple of months
2457,mg/h
2458,times a day
2459,g tobacco per day
2460,never
2461,12g/aweek
2462,/hardly ever
2463,drinks per week
2464,only when drinking
2465,U/once in a while
2466,U/2 months
2467,mg/12hrs
2468,D/week
2469,drinkl/week
2470,only when she has a
2471,/social
2472,hardly ever
2473,umol/h/L
2474,/hardley ever
2475,ounces of tobacco
2476,"g/week, 12"
2477,yr started smoking
2478,/few months
2479,12g/week
2480,drinks/week
2481,CODE
2482,Tcell/L
2483,IU/24 HRS
2484,drink/week
2485,T score
2486,HEAT study
2487,ug/d
2488,1/month
2489,8 months
2490,(Year)
2491,HEAT
2492,2010-2013
2493,mol/24hr
2494,Hb
2495,/week by asthma
2496,STARR
2497,g/cm*2
2498,x10^9/l(70.9%)
2499,pmol/h/mgH
2500,4-5 times/week
2501,Kilo
2502,year old
2503,x10^9/l(20.9%)
2504,x10^9/l(1.5%)
2505,7 days
2506,year stopped
2507,STARR study
2508,-97
2509,2/3 months
2510,Angina Grade
2511,/l00 WBCs
2512,K Cal
2513,cells/cumm
2514,Weight in Kg
2515,lm
2516,Number of Cigarettes Smoked Per Day
2517,{copies}/mL
2518,Haematocrit - PCV
2519,OD RATIO
2520,rem
2521,pmol/8*10^8rbc
2522,million/cumm
2523,nmol/s
2524,/g(Hb)
2525,kat
2526,PHF
2527,courses/yr
2528,clinic
2529,%pred
2530,X10to9/l
2531,Score/16
2532,days/yr
2533,microg
2534,#k ( )/L
2535,5times/week
2536,*10.9/l
2537,10to12/l
2538,16/minute
2539,episodes/day
2540,10 E9/l
2541,night/month
2542,92
2543,m.i.u/ml
2544,exacerbations
2545,cp NR
2546,10 E12/l
2547,per yr
2548,INCH
2549,uM/MHb
2550,packyrs
2551,100WBC
2552,U/ml.
2553,mol/day
2554,g/G
2555,310
2556,470
2557,U/gmHb
2558,Micromols/L
2559,I/UL
2560,20 roll ups
2561,Degree Celsius
2562,30 grams
2563,cigs. per day
2564,very rarely
2565,m-3
2566,mg/collection
2567,15/day
2568,x7
2569,the appropriate unit
2570,Log IU/ml
2571,ugFEU/L
2572,30/day
2573,ng/dL
2574,Millions per mL
2575,units = /day
2576,(ratio)
2577,150
2578,X10-10M
2579,inh/yr
2580,x10^9/l(19.3%)
2581,micrograms/litre
2582,Scale 0-30
2583,x10^9/l(4.1%)
2584,% 10 YEAR RISK
2585,I.U./ML)
2586,x10^9/l(75.3%)
2587,SpO2%
2588,x10^9/l(0.6%)
2589,(ppb)
2590,number/month
2591,G/L calc
2592,pgms/ml
2593,Ã¦g/l
2594,2 A DAY
2595,nmol/min/mL
2596,HOMEBP
2597,x10^9/l(0.7%)
2598,ins
2599,1oz per wk
2600,g/li
2601,pmol/8x10^8 RBC
2602,nmol/mol
2603,43
2604,g/cm2
2605,Sessions/Week
2606,U/6 monthly
2607,U/monthy
2608,Uweek
2609,sat/sun
2610,U/fornightly
2611,weeksweek
2612,Score /48
2613,U/formightly
2614,U/9 months
2615,U6 monthly
2616,U/ yearly
2617,U/ monthy
2618,5 days
2619,Serum cholesterol NOS
2620,(See
2621,U/months
2622,uiu
2623,MONTHLY OR LESS
2624,4 days
2625,3 days
2626,Points 1-7
2627,U/6 months
2628,02-Mar
2629,% Pred FEV1
2630,APTT RATIO
2631,yearly
2632,U/6monthy
2633,and 1 day
2634,times/night
2635,U/4 monthly
2636,2 weekly
2637,2 days
2638,/70
2639,0 days
2640,0-3/3
2641,Â°C
2642,U/forenight
2643,U/ 6 monthly
2644,Umonthly
2645,/grams
2646,Ca cervix screen NOS
2647,U year
2648,U/ 6 months
2649,yeras
2650,U/yearly
2651,U/fortmight
2652,6 Days
2653,U 6 monthly
2654,Score /60
2655,U/fortnight
2656,U/fornight
2657,PHQ
2658,25g per week
2659,ug/g Hb
2660,SI units
2661,MPLU/l
2662,nmol/g{Hb}/h
2663,anx
2664,OUNCES
2665,days/3 months
2666,6U/week
2667,48beats/min
2668,%{A+B>50}
2669,50year
2670,% PRED/BEST
2671,cigarette/week
2672,23
2673,X19*9/l
2674,0U/week
2675,10^9/l ; %
2676,GPLU/l
2677,nmol/punch/hour
2678,1U/week
2679,Past Week
2680,20U/week
2681,p/q
2682,Cig/Dy
2683,pip
2684,ug/mg creat.
2685,BPM.
2686,pmol/L.
2687,mpa/sec
2688,mmol/mol.
2689,q/l
2690,ug/g.
2691,ZZ
2692,ASPI
2693,mm/l
2694,falls/yr
2695,IFCC Units
2696,CHECK
2697,q/dl
2698,u/L @37C
2699,WBC/mm3
2700,past days
2701,50g/week
2702,30+
2703,mmpl/l
2704,millions/ml
2705,<RESULTS CONTINUED ON NEXT PAGE>
2706,16
2707,roll Ups/daily
2708,HADd
2709,Faecal occult blood: negative
2710,40 + 5
2711,roll ups a day
2712,per 100 WBC's
2713,(>7.2)
2714,L in 1 second
2715,l after 1 second
2716,GDS
2717,Monocyte%
2718,HADa
2719,Hads
2720,L in 1 sec
2721,251
2722,gms/day
2723,183
2724,106
2725,beats/mi62
2726,ug/LK
2727,236
2728,/day (Ex)
2729,ugE/g/stool
2730,134
2731,<10 ug/L
2732,Unknown frequency
2733,%(A+B>50)
2734,IRAS Study Number
2735,socially when drunk
2736,g /week
2737,Risk score
2738,FeU/ml
2739,unknown quantity
2740,ugE1/gm stool
2741,x10^9/l(72.6%)
2742,x10^9/l(20.6%)
2743,0.1
2744,mg/mMcr
2745,frequency unknown
2746,0.2
2747,grams a day
2748,Jun-27
2749,rolls/week
2750,48
2751,mmmHg
2752,Hrs.Mins
2753,roll ups / week
2754,PHQ-9
2755,0.4
2756,x10^9/l(1.1%)
2757,/YRS
2758,% (DCCT)
2759,rolls
2760,% (A+B>50%)
2761,227
2762,g / day
2763,i.units/l
2764,1 unit
2765,ugFE/ml
2766,O/E - weight within 10% ideal
2767,@ 1 Min
2768,10*5 iu/mL
2769,234
2770,times/week 6
2771,ltr/min
2772,10*4 copies/mL
2773,10*7 iu/mL
2774,g / week
2775,2.9
2776,Free T4 level
2777,Socially
2778,@ 10 mins
2779,Thyroid hormone tests NOS
2780,ml/min/1.73m 2
2781,@ 5 mins
2782,Ind
2783,days from sch/work in last 1/12
2784,chain smoker
2785,umol/sp
2786,%inhibit
2787,a lot
2788,2.8
2789,OD units
2790,2oz/week
2791,day (roll your own)
2792,/36
2793,hrs/min
2794,Rare
2795,mUI/ml
2796,mmol/sp
2797,Occasional shandy
2798,3.3
2799,10*9/
2800,10*3 cells/ul
2801,hr.min
2802,Feug/ml
2803,x10^9/l(5.4%)
2804,38+
2805,109
2806,3.4
2807,3/units
2808,2.3
2809,30U/week
2810,i.units
2811,number during last year
2812,times/week2
2813,times unspecified
2814,%(A?+B>50)
2815,1
2816,0.7
2817,73
2818,m.mol/l
2819,110
2820,'
2821,litres/second
2822,zzgm/L
2823,(titre)
2824,mmol/mmHb
2825,mg/g w.w.
2826,micg/l
2827,Binding Index
2828,mm mg
2829,81
2830,ozs
2831,78
2832,82
2833,rollies/per day
2834,ug/100ml
2835,% PREDICTED PEF
2836,p
2837,litre/min
2838,Sheaths
2839,Seconds.
2840,point
2841,per night
2842,mg(Prot)/mmol(Creat)
2843,oz/day
2844,nmol 6-MTG/g Hb/hour
2845,AUDIT-C
2846,mmol/coll
2847,g/coll
2848,mmol/mol(creat)
2849,umol/coll
2850,Portions Per Day
2851,ug/g(creat)
2852,mLmn1.73m2
2853,at Term
2854,ug/g (faeces)
2855,pmolL
2856,umol/collection
2857,ug/ml FEU
2858,portions/week
2859,condoms
2860,<
2861,19/day
2862,roll-ups a day
2863,/47
2864,ng/ml Faec
2865,lt/sec
2866,grm/week
2867,25g/week
2868,btl vodka some w/e
2869,3 times/week
2870,g/g Faec
2871,pills
2872,gr/wk
2873,units p.d.
2874,UHS
2875,kUA/lkUA/l
2876,8 U/week
2877,3022142
2878,cig day
2879,g/dlg/dl
2880,umol/mol creat.
2881,ml/min/70kg
2882,L/second
2883,1 gram/week
2884,12.5g/week
2885,nM/ml/min
2886,as
2887,14U/week
2888,mol/24h
2889,URINE ALBUMIN/CREATININE
2890,9U/week
2891,#T ( )/L
2892,nmol/L <15
2893,Cx. smear: repeat 6 months
2894,i.u./dl
2895,pmol/kg
2896,U/week 0
2897,us
2898,67
2899,Mg. daily
2900,Out of 40
2901,349
2902,195
2903,455
2904,sutures
2905,mP
2906,mg/Hg
2907,592
2908,day/week
2909,microgram/24 hours
2910,every few months
2911,20times/week
2912,mL/min/1.76m^2
2913,gd/L
2914,229
2915,CD4 count
2916,U/Annum
2917,/90
